datetime,epoch_timestamp,register_29,register_33
2025-06-02 04:17:37,1748855857,3717379401,11249355143
2025-06-02 04:18:37,1748855917,3717380443,11249355144
2025-06-02 04:19:37,1748855977,3717381486,11249355147
2025-06-02 04:20:37,1748856037,3717382529,11249355149
2025-06-02 04:21:37,1748856097,3717383571,11249355152
2025-06-02 04:22:37,1748856157,3717384613,11249355154
2025-06-02 04:23:37,1748856217,3717385652,11249355157
2025-06-02 04:24:37,1748856277,3717386692,11249355160
2025-06-02 04:25:37,1748856337,3717387730,11249355163
2025-06-02 04:26:37,1748856397,3717388768,11249355167
2025-06-02 04:27:37,1748856457,3717389804,11249355170
2025-06-02 04:28:37,1748856517,3717390842,11249355174
2025-06-02 04:29:37,1748856577,3717391881,11249355178
2025-06-02 04:30:37,1748856637,3717392914,11249355180
2025-06-02 04:31:37,1748856697,3717393948,11249355184
2025-06-02 04:32:37,1748856757,3717394980,11249355187
2025-06-02 04:33:37,1748856817,3717396012,11249355190
2025-06-02 04:34:37,1748856877,3717397043,11249355195
2025-06-02 04:35:37,1748856937,3717398077,11249355197
2025-06-02 04:36:37,1748856997,3717399111,11249355201
2025-06-02 04:37:37,1748857057,3717400146,11249355204
2025-06-02 04:38:37,1748857117,3717401182,11249355207
2025-06-02 04:39:37,1748857177,3717402220,11249355210
2025-06-02 04:40:37,1748857237,3717403258,11249355214
2025-06-02 04:41:37,1748857297,3717404293,11249355218
2025-06-02 04:42:37,1748857357,3717416702,11249426116
2025-06-02 04:43:37,1748857417,3717436411,11249520109
2025-06-02 04:44:37,1748857477,3717456092,11249613936
2025-06-02 04:45:37,1748857537,3717475766,11249707747
2025-06-02 04:46:37,1748857597,3717495428,11249801618
2025-06-02 04:47:37,1748857657,3717515072,11249893711
2025-06-02 04:48:37,1748857717,3717534438,11249893714
2025-06-02 04:49:37,1748857777,3717545076,11249893716
2025-06-02 04:50:37,1748857837,3717546121,11249893719
2025-06-02 04:51:37,1748857897,3717547165,11249893720
2025-06-02 04:52:37,1748857957,3717548206,11249893723
2025-06-02 04:53:37,1748858017,3717549243,11249893725
2025-06-02 04:54:37,1748858077,3717550283,11249893727
2025-06-02 04:55:37,1748858137,3717551319,11249893729
2025-06-02 04:56:37,1748858197,3717552358,11249893731
2025-06-02 04:57:37,1748858257,3717553397,11249893733
2025-06-02 04:58:37,1748858317,3717554439,11249893735
2025-06-02 04:59:37,1748858377,3717555480,11249893738
2025-06-02 05:00:37,1748858437,3717556520,11249893740
2025-06-02 05:01:37,1748858497,3717557559,11249893741
2025-06-02 05:02:37,1748858557,3717558596,11249893744
2025-06-02 05:03:37,1748858617,3717559633,11249893746
2025-06-02 05:04:37,1748858677,3717560671,11249893748
2025-06-02 05:05:37,1748858737,3717561706,11249893750
2025-06-02 05:06:37,1748858797,3717562741,11249893753
2025-06-02 05:07:37,1748858857,3717563777,11249893755
2025-06-02 05:08:37,1748858917,3717564809,11249893756
2025-06-02 05:09:37,1748858977,3717565842,11249893758
2025-06-02 05:10:37,1748859037,3717566877,11249893760
2025-06-02 05:11:37,1748859097,3717567912,11249893762
2025-06-02 05:12:37,1748859157,3717568948,11249893765
2025-06-02 05:13:37,1748859217,3717569983,11249893766
2025-06-02 05:14:37,1748859277,3717571017,11249893768
2025-06-02 05:15:37,1748859337,3717572053,11249893770
2025-06-02 05:16:37,1748859397,3717573088,11249893773
2025-06-02 05:17:37,1748859457,3717574123,11249893776
2025-06-02 05:18:37,1748859517,3717575159,11249893777
2025-06-02 05:19:37,1748859577,3717576192,11249893778
2025-06-02 05:20:37,1748859637,3717577225,11249893780
2025-06-02 05:21:37,1748859697,3717578258,11249893783
2025-06-02 05:22:37,1748859757,3717579291,11249893784
2025-06-02 05:23:37,1748859817,3717580324,11249893787
2025-06-02 05:24:37,1748859877,3717581360,11249893789
2025-06-02 05:25:37,1748859937,3717582393,11249893791
2025-06-02 05:26:37,1748859997,3717583428,11249893793
2025-06-02 05:27:37,1748860057,3717584459,11249893794
2025-06-02 05:28:37,1748860117,3717585492,11249893797
2025-06-02 05:29:37,1748860177,3717586525,11249893799
2025-06-02 05:30:37,1748860237,3717587556,11249893800
2025-06-02 05:31:37,1748860297,3717595378,11249942127
2025-06-02 05:32:37,1748860357,3717615048,11250036422
2025-06-02 05:33:37,1748860417,3717634709,11250131048
2025-06-02 05:34:37,1748860477,3717654363,11250225581
2025-06-02 05:35:37,1748860537,3717674005,11250320066
2025-06-02 05:36:37,1748860597,3717693575,11250388400
2025-06-02 05:37:37,1748860657,3717712937,11250388404
2025-06-02 05:38:37,1748860717,3717718781,11250388406
2025-06-02 05:39:37,1748860777,3717719816,11250388408
2025-06-02 05:40:37,1748860837,3717720848,11250388410
2025-06-02 05:41:37,1748860897,3717721880,11250388411
2025-06-02 05:42:37,1748860957,3717722914,11250388415
2025-06-02 05:43:37,1748861017,3717723945,11250388417
2025-06-02 05:44:37,1748861077,3717724975,11250388421
2025-06-02 05:45:37,1748861137,3717726004,11250388423
2025-06-02 05:46:37,1748861197,3717727036,11250388427
2025-06-02 05:47:37,1748861257,3717728071,11250388431
2025-06-02 05:48:37,1748861317,3717729104,11250388435
2025-06-02 05:49:37,1748861377,3717730136,11250388438
2025-06-02 05:50:37,1748861437,3717731166,11250388442
2025-06-02 05:51:37,1748861497,3717732198,11250388444
2025-06-02 05:52:37,1748861557,3717733230,11250388447
2025-06-02 05:53:37,1748861617,3717734263,11250388452
2025-06-02 05:54:37,1748861677,3717735297,11250388454
2025-06-02 05:55:37,1748861737,3717736329,11250388457
2025-06-02 05:56:37,1748861797,3717737362,11250388459
2025-06-02 05:57:37,1748861857,3717738396,11250388463
2025-06-02 05:58:37,1748861917,3717739428,11250388467
