Date/Time,Electricity:HVAC [J](TimeStep),Heating:Electricity [J](TimeStep),Cooling:Electricity [J](TimeStep),Electricity:Facility [J](TimeStep) 
 08/29  08:48:00,57743.77895277958,0.0,36977.93750951115,114743.77895277957 
 08/29  08:49:00,57871.55142925042,0.0,37105.709985981994,114871.55142925043 
 08/29  08:50:00,58000.32918634279,0.0,37234.487743074365,115000.32918634279 
 08/29  08:51:00,58129.51229539841,0.0,37363.67085212998,115129.5122953984 
 08/29  08:52:00,58259.003079700546,0.0,37493.16163643212,115259.00307970055 
 08/29  08:53:00,58388.768767896996,0.0,37622.927324628574,115388.768767897 
 08/29  08:54:00,58518.877267209784,0.0,37753.03582394136,115518.87726720979 
 08/29  08:55:00,58649.154621408365,0.0,37883.31317813994,115649.15462140837 
 08/29  08:56:00,58780.3877772922,0.0,38014.54633402378,115780.3877772922 
 08/29  08:57:00,58912.00025404131,0.0,38146.15881077288,115912.00025404131 
 08/29  08:58:00,59043.905046087224,0.0,38278.0636028188,116043.90504608723 
 08/29  08:59:00,59176.074277436404,0.0,38410.23283416798,116176.0742774364 
 08/29  09:00:00,59308.56589653384,0.0,38542.724453265415,116308.56589653384 
 08/29  09:01:00,59462.64397707874,0.0,38696.80253381032,116462.64397707874 
 08/29  09:02:00,59617.51683339423,0.0,38851.675390125805,116617.51683339423 
 08/29  09:03:00,59772.773667096684,0.0,39006.932223828255,116772.77366709669 
 08/29  09:04:00,59928.36353014871,0.0,39162.52208688028,116928.3635301487 
 08/29  09:05:00,60084.28807997114,0.0,39318.44663670271,117084.28807997113 
 08/29  09:06:00,60240.61347319253,0.0,39474.772029924105,117240.61347319253 
 08/29  09:07:00,60397.17724178835,0.0,39631.335798519925,117397.17724178835 
 08/29  09:08:00,60554.75424524909,0.0,39788.91280198067,117554.75424524909 
 08/29  09:09:00,60712.782370082394,0.0,39946.940926813964,117712.7823700824 
 08/29  09:10:00,60871.1624097528,0.0,40105.320966484374,117871.1624097528 
 08/29  09:11:00,61029.884981377414,0.0,40264.043538108985,118029.8849813774 
 08/29  09:12:00,61188.98995221671,0.0,40423.14850894828,118188.98995221671 
 08/29  09:13:00,61348.31241989079,0.0,40582.47097662237,118348.31241989079 
 08/29  09:14:00,61508.58190572458,0.0,40742.74046245615,118508.58190572457 
 08/29  09:15:00,61669.26571223844,0.0,40903.42426897001,118669.26571223844 
 08/29  09:16:00,61830.2665088895,0.0,41064.42506562108,118830.2665088895 
 08/29  09:17:00,61991.58671866721,0.0,41225.74527539878,118991.58671866721 
 08/29  09:18:00,62153.25277253434,0.0,41387.41132926592,119153.25277253434 
 08/29  09:19:00,62315.113014967574,0.0,41549.271571699144,119315.11301496756 
 08/29  09:20:00,62477.85118560433,0.0,41712.009742335904,119477.85118560432 
 08/29  09:21:00,62640.96898709472,0.0,41875.12754382629,119640.9689870947 
 08/29  09:22:00,62804.369511250625,0.0,42038.528067982195,119804.36951125061 
 08/29  09:23:00,62968.07342571774,0.0,42202.23198244932,119968.07342571774 
 08/29  09:24:00,63132.0919030525,0.0,42366.250459784074,120132.0919030525 
 08/29  09:25:00,63296.28625070212,0.0,42530.44480743369,120296.2862507021 
 08/29  09:26:00,63461.28897951619,0.0,42695.44753624777,120461.28897951619 
 08/29  09:27:00,63626.64265375992,0.0,42860.801210491496,120626.64265375992 
 08/29  09:28:00,63792.25003281144,0.0,43026.40858954302,120792.25003281144 
 08/29  09:29:00,63958.14309869344,0.0,43192.30165542502,120958.14309869345 
 08/29  09:30:00,64124.324605470785,0.0,43358.48316220236,121124.32460547079 
 08/29  09:31:00,64281.63015608302,0.0,43515.78871281459,121281.630156083 
 08/29  09:32:00,64438.14717947153,0.0,43672.30573620311,121438.14717947153 
 08/29  09:33:00,64594.327826958644,0.0,43828.486383690215,121594.32782695865 
 08/29  09:34:00,64750.49766559932,0.0,43984.656222330894,121750.49766559931 
 08/29  09:35:00,64906.748498981455,0.0,44140.907055713025,121906.74849898144 
 08/29  09:36:00,65063.120536395145,0.0,44297.279093126715,122063.12053639515 
 08/29  09:37:00,65219.53726341261,0.0,44453.69582014418,122219.53726341261 
 08/29  09:38:00,65376.08275639298,0.0,44610.24131312455,122376.08275639298 
 08/29  09:39:00,65532.71776202854,0.0,44766.87631876011,122532.71776202854 
 08/29  09:40:00,65689.50959324069,0.0,44923.66814997226,122689.50959324069 
 08/29  09:41:00,65846.53081352602,0.0,45080.68937025758,122846.53081352602 
 08/29  09:42:00,66003.79670346329,0.0,45237.95526019486,123003.79670346328 
 08/29  09:43:00,66161.22183219776,0.0,45395.380388929334,123161.22183219776 
 08/29  09:44:00,66318.92636507313,0.0,45553.08492180471,123318.92636507313 
 08/29  09:45:00,66476.83114662729,0.0,45710.98970335886,123476.83114662729 
 08/29  09:46:00,66634.98232612164,0.0,45869.14088285321,123634.98232612162 
 08/29  09:47:00,66793.42495442317,0.0,46027.58351115475,123793.42495442317 
 08/29  09:48:00,66952.14583794445,0.0,46186.30439467602,123952.14583794444 
 08/29  09:49:00,67111.06844600785,0.0,46345.227002739426,124111.06844600785 
 08/29  09:50:00,67270.32470002536,0.0,46504.48325675693,124270.32470002535 
 08/29  09:51:00,67429.82104358393,0.0,46663.9796003155,124429.82104358392 
 08/29  09:52:00,67589.56060587496,0.0,46823.71916260653,124589.56060587496 
 08/29  09:53:00,67749.6477864744,0.0,46983.806343205964,124749.64778647438 
 08/29  09:54:00,67909.94962084136,0.0,47144.10817757293,124909.94962084136 
 08/29  09:55:00,68070.46958154843,0.0,47304.62813828,125070.46958154842 
 08/29  09:56:00,68231.36137785856,0.0,47465.51993459013,125231.36137785856 
 08/29  09:57:00,68392.49792230176,0.0,47626.65647903333,125392.49792230176 
 08/29  09:58:00,68553.85816440337,0.0,47788.01672113495,125553.85816440337 
 08/29  09:59:00,68715.51876821644,0.0,47949.67732494801,125715.51876821643 
 08/29  10:00:00,68877.4260704819,0.0,48111.58462721348,125877.4260704819 
 08/29  10:01:00,69000.58363131044,0.0,48234.74218804201,126000.58363131044 
 08/29  10:02:00,69123.44642255349,0.0,48357.60497928507,126123.44642255349 
 08/29  10:03:00,69245.648395808,0.0,48479.80695253958,126245.648395808 
 08/29  10:04:00,69366.9514939964,0.0,48601.11005072798,126366.9514939964 
 08/29  10:05:00,69487.46548030965,0.0,48721.62403704122,126487.46548030965 
 08/29  10:06:00,69607.18217804046,0.0,48841.340734772035,126607.18217804046 
 08/29  10:07:00,69726.10559115079,0.0,48960.264147882364,126726.10559115079 
 08/29  10:08:00,69844.33161751507,0.0,49078.490174246646,126844.33161751507 
 08/29  10:09:00,69961.86748985257,0.0,49196.026046584135,126961.86748985257 
 08/29  10:10:00,70078.73797682971,0.0,49312.89653356129,127078.73797682971 
 08/29  10:11:00,70195.08190392786,0.0,49429.24046065943,127195.08190392785 
 08/29  10:12:00,70310.84716744085,0.0,49545.00572417243,127310.84716744085 
 08/29  10:13:00,70426.02532315727,0.0,49660.18387988884,127426.02532315726 
 08/29  10:14:00,70540.69663559845,0.0,49774.85519233002,127540.69663559844 
 08/29  10:15:00,70654.86135800407,0.0,49889.01991473564,127654.86135800407 
 08/29  10:16:00,70768.51371892347,0.0,50002.67227565504,127768.51371892347 
 08/29  10:17:00,70881.79534926119,0.0,50115.953905992756,127881.79534926117 
 08/29  10:18:00,70994.62425417279,0.0,50228.78281090436,127994.62425417279 
 08/29  10:19:00,71106.98906035473,0.0,50341.1476170863,128106.98906035473 
 08/29  10:20:00,71218.94047842565,0.0,50453.099035157225,128218.94047842565 
 08/29  10:21:00,71330.47684424567,0.0,50564.63540097724,128330.47684424566 
 08/29  10:22:00,71441.57864992913,0.0,50675.7372066607,128441.57864992912 
 08/29  10:23:00,71552.41015708332,0.0,50786.56871381489,128552.41015708332 
 08/29  10:24:00,71662.87405898252,0.0,50897.032615714095,128662.87405898252 
 08/29  10:25:00,71772.97624510169,0.0,51007.134801833265,128772.97624510169 
 08/29  10:26:00,71882.87416420237,0.0,51117.032720933945,128882.87416420237 
 08/29  10:27:00,71992.33064130157,0.0,51226.489198033145,128992.33064130157 
 08/29  10:28:00,72101.37961192016,0.0,51335.538168651736,129101.37961192016 
 08/29  10:29:00,72210.19191940448,0.0,51444.35047613605,129210.19191940448 
 08/29  10:30:00,72318.66296136302,0.0,51552.8215180946,129318.66296136302 
 08/29  10:31:00,72429.23791677268,0.0,51663.39647350425,129429.23791677266 
 08/29  10:32:00,72540.24850000581,0.0,51774.407056737386,129540.24850000581 
 08/29  10:33:00,72650.8830078024,0.0,51885.04156453398,129650.8830078024 
 08/29  10:34:00,72761.16351315835,0.0,51995.322069889924,129761.16351315835 
 08/29  10:35:00,72867.68234832048,0.0,52101.84090505205,129867.68234832047 
 08/29  10:36:00,72971.19979324639,0.0,52205.358349977956,129971.19979324637 
 08/29  10:37:00,73073.99980713803,0.0,52308.1583638696,130073.99980713803 
 08/29  10:38:00,73176.41394201685,0.0,52410.57249874843,130176.41394201685 
 08/29  10:39:00,73278.55230367949,0.0,52512.71086041107,130278.55230367949 
 08/29  10:40:00,73380.32233688992,0.0,52614.48089362149,130380.32233688992 
 08/29  10:41:00,73480.46759752202,0.0,52714.626154253594,130480.46759752202 
 08/29  10:42:00,73581.64717383287,0.0,52815.80573056445,130581.64717383287 
 08/29  10:43:00,73682.56494895915,0.0,52916.723505690716,130682.56494895913 
 08/29  10:44:00,73782.91195033367,0.0,53017.07050706525,130782.91195033367 
 08/29  10:45:00,73882.88339407243,0.0,53117.041950804,130882.88339407242 
 08/29  10:46:00,73982.46064193089,0.0,53216.61919866246,130982.46064193089 
 08/29  10:47:00,74081.84941113965,0.0,53316.00796787121,131081.84941113965 
 08/29  10:48:00,74180.88842039072,0.0,53415.0469771223,131180.88842039073 
 08/29  10:49:00,74279.62972832764,0.0,53513.788285059214,131279.62972832763 
 08/29  10:50:00,74377.83971856813,0.0,53611.9982752997,131377.83971856815 
 08/29  10:51:00,74475.70951957208,0.0,53709.868076303654,131475.7095195721 
 08/29  10:52:00,74573.21928318,0.0,53807.377839911576,131573.21928318 
 08/29  10:53:00,74670.54164009533,0.0,53904.7001968269,131670.54164009533 
 08/29  10:54:00,74767.50719565709,0.0,54001.66575238866,131767.5071956571 
 08/29  10:55:00,74864.15601215087,0.0,54098.314568882444,131864.15601215088 
 08/29  10:56:00,74960.18112229882,0.0,54194.339679030396,131960.18112229883 
 08/29  10:57:00,75055.77056327804,0.0,54289.92912000961,132055.77056327804 
 08/29  10:58:00,75150.85082584748,0.0,54385.009382579046,132150.85082584749 
 08/29  10:59:00,75245.64354063274,0.0,54479.802097364314,132245.64354063275 
 08/29  11:00:00,75340.0000231864,0.0,54574.15857991797,132340.00002318639 
 08/29  11:01:00,75420.15567484709,0.0,54654.31423157866,132420.15567484709 
 08/29  11:02:00,75499.61766216178,0.0,54733.776218893356,132499.61766216177 
 08/29  11:03:00,75578.54194103966,0.0,54812.700497771235,132578.54194103968 
 08/29  11:04:00,75656.84030529733,0.0,54890.99886202891,132656.84030529735 
 08/29  11:05:00,75734.7409331206,0.0,54968.89948985218,132734.7409331206 
 08/29  11:06:00,75812.07839982362,0.0,55046.23695655519,132812.07839982364 
 08/29  11:07:00,75888.96854889825,0.0,55123.12710562983,132888.96854889825 
 08/29  11:08:00,75965.11177031076,0.0,55199.27032704234,132965.11177031077 
 08/29  11:09:00,76040.78407055943,0.0,55274.942627291006,133040.78407055944 
 08/29  11:10:00,76115.9594085374,0.0,55350.117965268975,133115.9594085374 
 08/29  11:11:00,76190.86886809248,0.0,55425.02742482406,133190.86886809249 
 08/29  11:12:00,76265.34781563137,0.0,55499.50637236294,133265.34781563137 
 08/29  11:13:00,76339.49464988992,0.0,55573.65320662149,133339.4946498899 
 08/29  11:14:00,76413.01281494997,0.0,55647.17137168154,133413.01281494997 
 08/29  11:15:00,76486.15667819006,0.0,55720.31523492164,133486.15667819006 
 08/29  11:16:00,76558.92303146256,0.0,55793.08158819414,133558.92303146257 
 08/29  11:17:00,76631.50314909478,0.0,55865.661705826344,133631.50314909477 
 08/29  11:18:00,76703.7466984378,0.0,55937.90525516937,133703.74669843779 
 08/29  11:19:00,76775.75255962991,0.0,56009.91111636148,133775.7525596299 
 08/29  11:20:00,76847.20965705037,0.0,56081.36821378194,133847.20965705039 
 08/29  11:21:00,76918.41291027077,0.0,56152.571467002344,133918.41291027078 
 08/29  11:22:00,76989.30121134845,0.0,56223.45976808002,133989.30121134845 
 08/29  11:23:00,77060.09112050139,0.0,56294.24967723296,134060.0911205014 
 08/29  11:24:00,77130.62282370829,0.0,56364.78138043986,134130.62282370829 
 08/29  11:25:00,77200.99710217178,0.0,56435.15565890336,134200.99710217177 
 08/29  11:26:00,77270.94274596883,0.0,56505.1013027004,134270.94274596883 
 08/29  11:27:00,77340.70498716788,0.0,56574.863543899446,134340.70498716789 
 08/29  11:28:00,77410.24196182392,0.0,56644.4005185555,134410.24196182393 
 08/29  11:29:00,77479.76234058025,0.0,56713.920897311815,134479.76234058024 
 08/29  11:30:00,77549.10455738915,0.0,56783.263114120724,134549.10455738917 
 08/29  11:31:00,77612.70486328466,0.0,56846.86342001623,134612.70486328467 
 08/29  11:32:00,77675.14336447911,0.0,56909.30192121069,134675.14336447913 
 08/29  11:33:00,77737.5439090222,0.0,56971.702465753784,134737.5439090222 
 08/29  11:34:00,77799.81937404601,0.0,57033.97793077759,134799.819374046 
 08/29  11:35:00,77862.14723355712,0.0,57096.305790288694,134862.14723355714 
 08/29  11:36:00,77924.36023760464,0.0,57158.5187943362,134924.36023760463 
 08/29  11:37:00,77986.60517368745,0.0,57220.76373041902,134986.60517368746 
 08/29  11:38:00,78048.2448602844,0.0,57282.40341701597,135048.24486028439 
 08/29  11:39:00,78109.79934176554,0.0,57343.95789849711,135109.79934176553 
 08/29  11:40:00,78171.33199547084,0.0,57405.49055220242,135171.33199547087 
 08/29  11:41:00,78233.04254675299,0.0,57467.20110348456,135233.042546753 
 08/29  11:42:00,78294.78977356034,0.0,57528.94833029191,135294.78977356034 
 08/29  11:43:00,78356.70881379333,0.0,57590.86737052491,135356.70881379333 
 08/29  11:44:00,78418.33889386548,0.0,57652.49745059705,135418.33889386548 
 08/29  11:45:00,78480.07775416244,0.0,57714.23631089401,135480.07775416244 
 08/29  11:46:00,78541.9325952696,0.0,57776.091152001165,135541.93259526959 
 08/29  11:47:00,78604.10725265013,0.0,57838.26580938169,135604.1072526501 
 08/29  11:48:00,78666.43972644524,0.0,57900.59828317681,135666.43972644525 
 08/29  11:49:00,78729.05378391633,0.0,57963.21234064791,135729.05378391635 
 08/29  11:50:00,78791.67697559306,0.0,58025.83553232463,135791.67697559307 
 08/29  11:51:00,78854.69884702096,0.0,58088.85740375254,135854.69884702099 
 08/29  11:52:00,78918.03803177973,0.0,58152.1965885113,135918.03803177973 
 08/29  11:53:00,78981.90346135193,0.0,58216.0620180835,135981.90346135194 
 08/29  11:54:00,79046.1289644385,0.0,58280.287521170074,136046.1289644385 
 08/29  11:55:00,79110.83296308959,0.0,58344.99151982117,136110.83296308958 
 08/29  11:56:00,79175.82804299469,0.0,58409.98659972627,136175.8280429947 
 08/29  11:57:00,79241.31742352589,0.0,58475.47598025747,136241.3174235259 
 08/29  11:58:00,79307.21215182032,0.0,58541.3707085519,136307.2121518203 
 08/29  11:59:00,79373.72718603497,0.0,58607.88574276654,136373.72718603497 
 08/29  12:00:00,79440.70472490578,0.0,58674.86328163736,136440.70472490579 
 08/29  12:01:00,79506.4621525545,0.0,58740.62070928607,136506.46215255449 
 08/29  12:02:00,79572.97040526141,0.0,58807.12896199298,136572.9704052614 
 08/29  12:03:00,79640.48017061257,0.0,58874.63872734414,136640.48017061258 
 08/29  12:04:00,79716.76225715362,0.0,58950.92081388519,136716.7622571536 
 08/29  12:05:00,79803.49499760506,0.0,59037.65355433663,136803.49499760505 
 08/29  12:06:00,79892.13536410088,0.0,59126.29392083245,136892.13536410087 
 08/29  12:07:00,79980.63690107643,0.0,59214.795457808,136980.63690107643 
 08/29  12:08:00,80069.86714872188,0.0,59304.02570545346,137069.86714872189 
 08/29  12:09:00,80159.34827199085,0.0,59393.50682872242,137159.34827199084 
 08/29  12:10:00,80248.73983925468,0.0,59482.89839598625,137248.73983925468 
 08/29  12:11:00,80338.53033869894,0.0,59572.68889543052,137338.53033869895 
 08/29  12:12:00,80428.78027036316,0.0,59662.93882709474,137428.78027036316 
 08/29  12:13:00,80519.76345952758,0.0,59753.922016259145,137519.76345952758 
 08/29  12:14:00,80612.5181231394,0.0,59846.67667987097,137612.5181231394 
 08/29  12:15:00,80706.43799858907,0.0,59940.59655532064,137706.43799858908 
 08/29  12:16:00,80800.99448993485,0.0,60035.153046666426,137800.99448993486 
 08/29  12:17:00,80896.3865929071,0.0,60130.545149638674,137896.3865929071 
 08/29  12:18:00,80992.29705876076,0.0,60226.455615492334,137992.29705876078 
 08/29  12:19:00,81088.7030103056,0.0,60322.86156703717,138088.7030103056 
 08/29  12:20:00,81186.37181500597,0.0,60420.53037173754,138186.37181500597 
 08/29  12:21:00,81284.69091557643,0.0,60518.84947230801,138284.69091557642 
 08/29  12:22:00,81383.03752122572,0.0,60617.19607795729,138383.03752122573 
 08/29  12:23:00,81481.70965009619,0.0,60715.86820682777,138481.7096500962 
 08/29  12:24:00,81580.48707230749,0.0,60814.645629039056,138580.48707230748 
 08/29  12:25:00,81679.40814480327,0.0,60913.56670153484,138679.40814480326 
 08/29  12:26:00,81779.20715407822,0.0,61013.3657108098,138779.20715407824 
 08/29  12:27:00,81879.35399665899,0.0,61113.51255339057,138879.353996659 
 08/29  12:28:00,81979.38640842281,0.0,61213.54496515439,138979.3864084228 
 08/29  12:29:00,82079.54473702212,0.0,61313.70329375369,139079.5447370221 
 08/29  12:30:00,82179.59037767137,0.0,61413.748934402945,139179.59037767136 
 08/29  12:31:00,82282.02308195568,0.0,61516.18163868725,139282.02308195568 
 08/29  12:32:00,82385.55049486688,0.0,61619.70905159846,139385.55049486689 
 08/29  12:33:00,82489.22285085883,0.0,61723.38140759041,139489.22285085883 
 08/29  12:34:00,82592.67133742619,0.0,61826.82989415776,139592.67133742618 
 08/29  12:35:00,82696.17125108454,0.0,61930.32980781612,139696.17125108455 
 08/29  12:36:00,82799.50851703368,0.0,62033.66707376526,139799.50851703369 
 08/29  12:37:00,82902.76230974765,0.0,62136.92086647922,139902.76230974764 
 08/29  12:38:00,83006.67779494824,0.0,62240.83635167981,140006.67779494823 
 08/29  12:39:00,83110.78689903274,0.0,62344.94545576432,140110.78689903275 
 08/29  12:40:00,83214.66744613275,0.0,62448.82600286432,140214.66744613276 
 08/29  12:41:00,83318.56937818785,0.0,62552.72793491942,140318.56937818786 
 08/29  12:42:00,83422.28297521732,0.0,62656.44153194888,140422.2829752173 
 08/29  12:43:00,83525.89112608177,0.0,62760.04968281334,140525.89112608176 
 08/29  12:44:00,83630.00521938797,0.0,62864.16377611954,140630.00521938798 
 08/29  12:45:00,83734.25104078373,0.0,62968.409597515296,140734.2510407837 
 08/29  12:46:00,83838.2613143925,0.0,63072.41987112407,140838.2613143925 
 08/29  12:47:00,83942.27036395959,0.0,63176.42892069116,140942.2703639596 
 08/29  12:48:00,84046.10145670342,0.0,63280.26001343499,141046.1014567034 
 08/29  12:49:00,84149.86158839356,0.0,63384.020145125134,141149.86158839358 
 08/29  12:50:00,84256.6590435032,0.0,63490.817600234775,141256.6590435032 
 08/29  12:51:00,84370.96049600553,0.0,63605.11905273711,141370.96049600555 
 08/29  12:52:00,84486.202281058,0.0,63720.36083778957,141486.202281058 
 08/29  12:53:00,84601.89046821663,0.0,63836.04902494821,141601.89046821663 
 08/29  12:54:00,84717.78192764122,0.0,63951.9404843728,141717.78192764123 
 08/29  12:55:00,84833.93525770438,0.0,64068.09381443595,141833.93525770439 
 08/29  12:56:00,84951.36593610977,0.0,64185.52449284134,141951.36593610978 
 08/29  12:57:00,85069.43585353975,0.0,64303.594410271326,142069.43585353974 
 08/29  12:58:00,85195.14250360773,0.0,64429.301060339305,142195.14250360774 
 08/29  12:59:00,85323.2229144046,0.0,64557.38147113617,142323.22291440459 
 08/29  13:00:00,85451.90214606167,0.0,64686.06070279324,142451.90214606166 
 08/29  13:01:00,85586.52239561368,0.0,64820.68095234525,142586.52239561367 
 08/29  13:02:00,85722.97195926306,0.0,64957.130515994635,142722.97195926307 
 08/29  13:03:00,85860.39816178371,0.0,65094.55671851529,142860.3981617837 
 08/29  13:04:00,85998.29347895869,0.0,65232.45203569026,142998.2934789587 
 08/29  13:05:00,86136.89207989596,0.0,65371.05063662754,143136.89207989595 
 08/29  13:06:00,86276.02174252979,0.0,65510.18029926137,143276.0217425298 
 08/29  13:07:00,86415.66856376057,0.0,65649.82712049215,143415.66856376059 
 08/29  13:08:00,86557.26670113116,0.0,65791.42525786274,143557.26670113117 
 08/29  13:09:00,86699.76136182175,0.0,65933.91991855332,143699.76136182174 
 08/29  13:10:00,86842.62184795256,0.0,66076.78040468414,143842.62184795255 
 08/29  13:11:00,86986.05799365112,0.0,66220.2165503827,143986.05799365114 
 08/29  13:12:00,87129.92200025446,0.0,66364.08055698604,144129.92200025446 
 08/29  13:13:00,87274.18795753182,0.0,66508.3465142634,144274.18795753184 
 08/29  13:14:00,87420.23771893067,0.0,66654.39627566225,144420.23771893068 
 08/29  13:15:00,87567.10324042199,0.0,66801.26179715357,144567.10324042198 
 08/29  13:16:00,87714.25253665392,0.0,66948.4110933855,144714.25253665393 
 08/29  13:17:00,87861.86719602999,0.0,67096.02575276156,144861.86719602999 
 08/29  13:18:00,88009.8366228489,0.0,67243.99517958048,145009.8366228489 
 08/29  13:19:00,88158.10497745179,0.0,67392.26353418337,145158.1049774518 
 08/29  13:20:00,88307.84182718685,0.0,67542.00038391842,145307.84182718685 
 08/29  13:21:00,88458.40563857545,0.0,67692.56419530703,145458.40563857545 
 08/29  13:22:00,88609.30366748631,0.0,67843.46222421789,145609.3036674863 
 08/29  13:23:00,88760.5998434074,0.0,67994.75840013898,145760.5998434074 
 08/29  13:24:00,88912.2170976476,0.0,68146.37565437918,145912.2170976476 
 08/29  13:25:00,89064.09800427476,0.0,68298.25656100633,146064.09800427478 
 08/29  13:26:00,89217.5182153748,0.0,68451.67677210638,146217.5182153748 
 08/29  13:27:00,89371.58699309318,0.0,68605.74554982476,146371.5869930932 
 08/29  13:28:00,89525.90220556058,0.0,68760.06076229215,146525.9022055606 
 08/29  13:29:00,89680.56772828422,0.0,68914.7262850158,146680.56772828423 
 08/29  13:30:00,89835.53360508393,0.0,69069.6921618155,146835.53360508395 
 08/29  13:31:00,89981.4875050638,0.0,69215.64606179537,146981.4875050638 
 08/29  13:32:00,90127.50552816552,0.0,69361.6640848971,147127.50552816553 
 08/29  13:33:00,90274.02332513343,0.0,69508.181881865,147274.02332513344 
 08/29  13:34:00,90420.64183398373,0.0,69654.8003907153,147420.6418339837 
 08/29  13:35:00,90567.34409058366,0.0,69801.50264731524,147567.34409058369 
 08/29  13:36:00,90714.12986179274,0.0,69948.28841852432,147714.12986179273 
 08/29  13:37:00,90860.90731885664,0.0,70095.06587558822,147860.90731885663 
 08/29  13:38:00,91008.22238116492,0.0,70242.3809378965,148008.2223811649 
 08/29  13:39:00,91155.68095095056,0.0,70389.83950768213,148155.68095095055 
 08/29  13:40:00,91303.22964669935,0.0,70537.38820343092,148303.22964669934 
 08/29  13:41:00,91450.82334420312,0.0,70684.9819009347,148450.82334420313 
 08/29  13:42:00,91598.55091740377,0.0,70832.70947413535,148598.55091740378 
 08/29  13:43:00,91746.32570958774,0.0,70980.48426631931,148746.32570958773 
 08/29  13:44:00,91894.79767893121,0.0,71128.95623566279,148894.7976789312 
 08/29  13:45:00,92043.55131717854,0.0,71277.70987391012,149043.55131717854 
 08/29  13:46:00,92192.49253587311,0.0,71426.65109260469,149192.4925358731 
 08/29  13:47:00,92340.8024909729,0.0,71574.96104770448,149340.8024909729 
 08/29  13:48:00,92489.75391136814,0.0,71723.91246809972,149489.75391136815 
 08/29  13:49:00,92639.03248820624,0.0,71873.19104493782,149639.03248820624 
 08/29  13:50:00,92789.02116607887,0.0,72023.17972281044,149789.02116607887 
 08/29  13:51:00,92939.25362570041,0.0,72173.41218243199,149939.25362570043 
 08/29  13:52:00,93089.6477278244,0.0,72323.80628455598,150089.6477278244 
 08/29  13:53:00,93240.1382403565,0.0,72474.29679708807,150240.1382403565 
 08/29  13:54:00,93390.80369831932,0.0,72624.9622550509,150390.8036983193 
 08/29  13:55:00,93541.51039141264,0.0,72775.66894814422,150541.51039141266 
 08/29  13:56:00,93621.72985424297,0.0,72855.88841097454,150621.72985424297 
 08/29  13:57:00,93866.41957064615,0.0,73100.57812737773,150866.41957064614 
 08/29  13:58:00,93975.47601979281,0.0,73209.63457652439,150975.4760197928 
 08/29  13:59:00,94136.29906721677,0.0,73370.45762394835,151136.29906721676 
 08/29  14:00:00,94288.96646824095,0.0,73523.12502497253,151288.96646824096 
 08/29  14:01:00,94124.11764564648,0.0,73358.27620237805,151124.11764564648 
 08/29  14:02:00,93967.94487468295,0.0,73202.10343141452,150967.94487468294 
 08/29  14:03:00,93821.02833093723,0.0,73055.18688766881,150821.02833093724 
 08/29  14:04:00,93683.48434996151,0.0,72917.64290669309,150683.4843499615 
 08/29  14:05:00,93554.1123164969,0.0,72788.27087322848,150554.1123164969 
 08/29  14:06:00,93431.95082989117,0.0,72666.10938662275,150431.95082989118 
 08/29  14:07:00,93316.04711281196,0.0,72550.20566954353,150316.04711281195 
 08/29  14:08:00,93205.93695433128,0.0,72440.09551106286,150205.9369543313 
 08/29  14:09:00,93100.9245691622,0.0,72335.08312589379,150100.9245691622 
 08/29  14:10:00,93000.669061413,0.0,72234.82761814459,150000.669061413 
 08/29  14:11:00,92904.62054397266,0.0,72138.77910070424,149904.62054397266 
 08/29  14:12:00,92812.58824494964,0.0,72046.74680168122,149812.58824494965 
 08/29  14:13:00,92724.17017947127,0.0,71958.32873620285,149724.17017947127 
 08/29  14:14:00,92639.33632387722,0.0,71873.49488060879,149639.3363238772 
 08/29  14:15:00,92557.60927783887,0.0,71791.76783457045,149557.60927783888 
 08/29  14:16:00,92479.56921822422,0.0,71713.7277749558,149479.5692182242 
 08/29  14:17:00,92403.71491760592,0.0,71637.8734743375,149403.71491760593 
 08/29  14:18:00,92400.22040971751,0.0,71634.37896644909,149400.22040971754 
 08/29  14:19:00,92238.00547988506,0.0,71472.16403661664,149238.00547988507 
 08/29  14:20:00,92206.04450367706,0.0,71440.20306040863,149206.04450367706 
 08/29  14:21:00,92126.55466878269,0.0,71360.71322551427,149126.5546687827 
 08/29  14:22:00,92057.12366900554,0.0,71291.28222573712,149057.12366900553 
 08/29  14:23:00,91989.82486926146,0.0,71223.98342599304,148989.82486926148 
 08/29  14:24:00,91924.42164374952,0.0,71158.5802004811,148924.42164374953 
 08/29  14:25:00,91860.4189607257,0.0,71094.57751745728,148860.4189607257 
 08/29  14:26:00,91797.78570395087,0.0,71031.94426068245,148797.78570395086 
 08/29  14:27:00,91736.38903616349,0.0,70970.54759289506,148736.38903616349 
 08/29  14:28:00,91676.259937192,0.0,70910.41849392357,148676.259937192 
 08/29  14:29:00,91617.12718135726,0.0,70851.28573808883,148617.12718135725 
 08/29  14:30:00,91559.06881370479,0.0,70793.22737043636,148559.06881370478 
 08/29  14:31:00,91509.48952525358,0.0,70743.64808198516,148509.4895252536 
 08/29  14:32:00,91462.0697533384,0.0,70696.22831006997,148462.0697533384 
 08/29  14:33:00,91415.62483477197,0.0,70649.78339150355,148415.62483477198 
 08/29  14:34:00,91370.04338248148,0.0,70604.20193921306,148370.0433824815 
 08/29  14:35:00,91325.11364805045,0.0,70559.27220478203,148325.11364805047 
